# E1 = 1 E2 = 1 E3 = 1 m = 0.05 Eps = 0.5
# Time    Y_1                 Y_2                 Y_3                 
74.22     0.191867            1.10943             2.13947             
74.225    0.191255            1.10556             2.14062             
74.23     0.190648            1.10171             2.14173             
74.235    0.190046            1.09786             2.1428              
74.24     0.18945             1.09402             2.14383             
74.245    0.188858            1.09019             2.14482             
74.25     0.188271            1.08637             2.14577             
74.255    0.18769             1.08255             2.14667             
74.26     0.187113            1.07874             2.14754             
74.265    0.186542            1.07495             2.14836             
74.27     0.185976            1.07115             2.14915             
74.275    0.185415            1.06737             2.14989             
74.28     0.184858            1.0636              2.1506              
74.285    0.184307            1.05983             2.15126             
74.29     0.183761            1.05608             2.15188             
74.295    0.18322             1.05233             2.15247             
74.3      0.182684            1.04859             2.15301             
74.305    0.182152            1.04486             2.15351             
74.31     0.181626            1.04114             2.15398             
74.315    0.181105            1.03742             2.1544              
74.32     0.180589            1.03372             2.15478             
74.325    0.180077            1.03002             2.15513             
74.33     0.179571            1.02633             2.15543             
74.335    0.179069            1.02265             2.15569             
74.34     0.178573            1.01898             2.15592             
74.345    0.178081            1.01532             2.1561              
74.35     0.177594            1.01167             2.15625             
74.355    0.177112            1.00803             2.15635             
74.36     0.176635            1.00439             2.15642             
74.365    0.176163            1.00076             2.15645             
74.37     0.175695            0.997147            2.15644             
74.375    0.175233            0.993539            2.15639             
74.38     0.174775            0.98994             2.1563              
74.385    0.174322            0.98635             2.15617             
74.39     0.173874            0.982769            2.156               
74.395    0.173431            0.979197            2.1558              
74.4      0.172992            0.975634            2.15556             
74.405    0.172559            0.97208             2.15527             
74.41     0.17213             0.968535            2.15495             
74.415    0.171706            0.965               2.1546              
74.42     0.171286            0.961474            2.1542              
74.425    0.170871            0.957956            2.15377             
74.43     0.170461            0.954449            2.15329             
74.435    0.170056            0.95095             2.15279             
74.44     0.169656            0.947461            2.15224             
74.445    0.16926             0.94398             2.15165             
74.45     0.168869            0.94051             2.15103             
74.455    0.168482            0.937048            2.15037             
74.46     0.168101            0.933596            2.14968             
74.465    0.167724            0.930153            2.14895             
74.47     0.167351            0.92672             2.14818             
74.475    0.166984            0.923296            2.14737             
74.48     0.166621            0.919881            2.14653             
74.485    0.166262            0.916476            2.14565             
74.49     0.165908            0.91308             2.14474             
74.495    0.165559            0.909694            2.14379             
74.5      0.165215            0.906317            2.1428              
74.505    0.164875            0.902949            2.14178             
74.51     0.164539            0.899591            2.14072             
74.515    0.164208            0.896243            2.13963             
74.52     0.163882            0.892904            2.1385              
74.525    0.163561            0.889574            2.13734             
74.53     0.163244            0.886254            2.13614             
74.535    0.162931            0.882944            2.13491             
74.54     0.162623            0.879643            2.13365             
74.545    0.16232             0.876352            2.13234             
74.55     0.162021            0.87307             2.13101             
74.555    0.161727            0.869798            2.12964             
74.56     0.161437            0.866535            2.12824             
74.565    0.161152            0.863282            2.1268              
74.57     0.160871            0.860039            2.12533             
74.575    0.160595            0.856805            2.12382             
74.58     0.160323            0.853581            2.12229             
74.585    0.160056            0.850366            2.12072             
74.59     0.159793            0.847161            2.11911             
74.595    0.159534            0.843966            2.11748             
74.6      0.159281            0.84078             2.11581             
74.605    0.159031            0.837604            2.11411             
74.61     0.158786            0.834438            2.11238             
74.615    0.158546            0.831281            2.11061             
74.62     0.15831             0.828134            2.10882             
74.625    0.158079            0.824997            2.10699             
74.63     0.157852            0.821869            2.10513             
74.635    0.157629            0.818751            2.10324             
74.64     0.157411            0.815642            2.10132             
74.645    0.157197            0.812544            2.09936             
74.65     0.156988            0.809455            2.09738             
74.655    0.156783            0.806375            2.09537             
74.66     0.156583            0.803305            2.09332             
74.665    0.156386            0.800245            2.09125             
74.67     0.156195            0.797195            2.08915             
74.675    0.156008            0.794154            2.08701             
74.68     0.155825            0.791123            2.08485             
74.685    0.155646            0.788101            2.08266             
74.69     0.155472            0.78509             2.08044             
74.695    0.155303            0.782087            2.07819             
74.7      0.155138            0.779095            2.07591             
74.705    0.154977            0.776112            2.0736              
74.71     0.15482             0.773139            2.07127             
74.715    0.154668            0.770175            2.0689              
74.72     0.154521            0.767222            2.06651             
74.725    0.154377            0.764277            2.06409             
74.73     0.154239            0.761343            2.06165             
74.735    0.154104            0.758418            2.05917             
74.74     0.153974            0.755503            2.05667             
74.745    0.153848            0.752597            2.05414             
74.75     0.153727            0.749701            2.05159             
74.755    0.15361             0.746814            2.04901             
74.76     0.153497            0.743938            2.0464              
74.765    0.153389            0.74107             2.04377             
74.77     0.153285            0.738213            2.04111             
74.775    0.153186            0.735365            2.03843             
74.78     0.153091            0.732526            2.03572             
74.785    0.153               0.729698            2.03298             
74.79     0.152914            0.726878            2.03022             
74.795    0.152832            0.724069            2.02744             
74.8      0.152754            0.721269            2.02463             
74.805    0.152681            0.718478            2.02179             
74.81     0.152613            0.715697            2.01894             
74.815    0.152548            0.712925            2.01605             
74.82     0.152488            0.710164            2.01315             
74.825    0.152433            0.707411            2.01022             
74.83     0.152381            0.704668            2.00727             
74.835    0.152335            0.701935            2.00429             
74.84     0.152292            0.699211            2.00129             
74.845    0.152254            0.696496            1.99827             
74.85     0.152221            0.693791            1.99523             
74.855    0.152191            0.691096            1.99216             
74.86     0.152167            0.68841             1.98907             
74.865    0.152146            0.685733            1.98596             
74.87     0.15213             0.683066            1.98283             
74.875    0.152119            0.680408            1.97968             
74.88     0.152112            0.67776             1.97651             
74.885    0.152109            0.675121            1.97331             
74.89     0.152111            0.672491            1.9701              
74.895    0.152117            0.669871            1.96686             
74.9      0.152128            0.66726             1.9636              
74.905    0.152143            0.664659            1.96033             
74.91     0.152163            0.662067            1.95703             
74.915    0.152187            0.659484            1.95371             
74.92     0.152215            0.656911            1.95038             
74.925    0.152248            0.654346            1.94702             
74.93     0.152286            0.651792            1.94365             
74.935    0.152328            0.649246            1.94025             
74.94     0.152375            0.64671             1.93684             
74.945    0.152426            0.644182            1.93341             
74.95     0.152481            0.641665            1.92996             
74.955    0.152541            0.639156            1.92649             
74.96     0.152606            0.636657            1.92301             
74.965    0.152675            0.634166            1.91951             
74.97     0.152749            0.631685            1.91599             
74.975    0.152827            0.629213            1.91245             
74.98     0.15291             0.626751            1.9089              
74.985    0.152998            0.624297            1.90533             
74.99     0.15309             0.621853            1.90174             
74.995    0.153187            0.619417            1.89813             
75        0.153288            0.616991            1.89451             
75.005    0.153394            0.614574            1.89088             
75.01     0.153504            0.612166            1.88723             
75.015    0.15362             0.609767            1.88356             
75.02     0.15374             0.607376            1.87988             
75.025    0.153864            0.604995            1.87618             
75.03     0.153993            0.602623            1.87247             
75.035    0.154127            0.60026             1.86874             
75.04     0.154266            0.597906            1.865               
75.045    0.154409            0.595561            1.86124             
75.05     0.154558            0.593225            1.85747             
75.055    0.15471             0.590898            1.85368             
75.06     0.154868            0.588579            1.84988             
75.065    0.15503             0.58627             1.84607             
75.07     0.155198            0.583969            1.84225             
75.075    0.15537             0.581677            1.83841             
75.08     0.155547            0.579395            1.83456             
75.085    0.155728            0.57712             1.83069             
75.09     0.155915            0.574855            1.82681             
75.095    0.156106            0.572599            1.82292             
75.1      0.156303            0.570351            1.81902             
75.105    0.156504            0.568112            1.81511             
75.11     0.15671             0.565882            1.81118             
75.115    0.156921            0.56366             1.80725             
75.12     0.157137            0.561447            1.8033              
75.125    0.157358            0.559243            1.79934             
75.13     0.157584            0.557048            1.79537             
75.135    0.157815            0.554861            1.79139             
75.14     0.158051            0.552682            1.78739             
75.145    0.158292            0.550513            1.78339             
75.15     0.158538            0.548352            1.77938             
75.155    0.15879             0.546199            1.77535             
75.16     0.159046            0.544055            1.77132             
75.165    0.159307            0.54192             1.76728             
75.17     0.159574            0.539793            1.76323             
75.175    0.159846            0.537675            1.75916             
75.18     0.160123            0.535565            1.75509             
75.185    0.160405            0.533464            1.75101             
75.19     0.160692            0.531371            1.74692             
75.195    0.160985            0.529286            1.74283             
75.2      0.161283            0.52721             1.73872             
75.205    0.161586            0.525142            1.73461             
75.21     0.161895            0.523083            1.73048             
75.215    0.162209            0.521032            1.72635             
75.22     0.162528            0.518989            1.72221             
75.225    0.162853            0.516955            1.71807             
75.23     0.163183            0.514929            1.71392             
75.235    0.163519            0.512911            1.70976             
75.24     0.16386             0.510901            1.70559             
75.245    0.164206            0.5089              1.70141             
75.25     0.164558            0.506907            1.69723             
75.255    0.164916            0.504922            1.69304             
75.26     0.165279            0.502945            1.68885             
75.265    0.165648            0.500977            1.68465             
75.27     0.166023            0.499017            1.68044             
75.275    0.166403            0.497064            1.67623             
75.28     0.166789            0.49512             1.67201             
75.285    0.16718             0.493184            1.66779             
75.29     0.167577            0.491256            1.66356             
75.295    0.167981            0.489336            1.65933             
75.3      0.168389            0.487424            1.65509             
75.305    0.168804            0.48552             1.65084             
75.31     0.169225            0.483624            1.64659             
75.315    0.169651            0.481736            1.64234             
75.32     0.170084            0.479856            1.63808             
75.325    0.170522            0.477984            1.63382             
75.33     0.170966            0.47612             1.62955             
75.335    0.171417            0.474264            1.62528             
75.34     0.171873            0.472415            1.62101             
75.345    0.172336            0.470574            1.61673             
75.35     0.172805            0.468742            1.61245             
75.355    0.173279            0.466917            1.60816             
75.36     0.17376             0.4651              1.60388             
75.365    0.174248            0.46329             1.59959             
75.37     0.174741            0.461489            1.59529             
75.375    0.175241            0.459695            1.59099             
75.38     0.175747            0.457909            1.5867              
75.385    0.17626             0.45613             1.58239             
75.39     0.176779            0.454359            1.57809             
75.395    0.177304            0.452596            1.57378             
75.4      0.177836            0.450841            1.56947             
75.405    0.178374            0.449093            1.56516             
75.41     0.178919            0.447352            1.56085             
75.415    0.179471            0.44562             1.55654             
75.42     0.180029            0.443895            1.55222             
75.425    0.180594            0.442177            1.54791             
75.43     0.181166            0.440467            1.54359             
75.435    0.181744            0.438764            1.53927             
75.44     0.182329            0.437069            1.53495             
75.445    0.182921            0.435382            1.53063             
75.45     0.18352             0.433701            1.52631             
75.455    0.184126            0.432029            1.52199             
75.46     0.184739            0.430363            1.51766             
75.465    0.185359            0.428705            1.51334             
75.47     0.185986            0.427055            1.50902             
75.475    0.18662             0.425411            1.50469             
75.48     0.187261            0.423775            1.50037             
75.485    0.187909            0.422147            1.49605             
75.49     0.188565            0.420525            1.49173             
75.495    0.189228            0.418911            1.4874              
75.5      0.189898            0.417304            1.48308             
75.505    0.190575            0.415705            1.47876             
75.51     0.19126             0.414112            1.47444             
75.515    0.191953            0.412527            1.47012             
75.52     0.192653            0.410949            1.46581             
75.525    0.19336             0.409378            1.46149             
75.53     0.194076            0.407814            1.45717             
75.535    0.194798            0.406258            1.45286             
75.54     0.195529            0.404708            1.44855             
75.545    0.196267            0.403166            1.44424             
75.55     0.197013            0.40163             1.43993             
75.555    0.197767            0.400102            1.43562             
75.56     0.198529            0.398581            1.43132             
75.565    0.199299            0.397066            1.42701             
75.57     0.200077            0.395559            1.42271             
75.575    0.200863            0.394059            1.41841             
75.58     0.201657            0.392565            1.41412             
75.585    0.20246             0.391079            1.40982             
75.59     0.20327             0.389599            1.40553             
75.595    0.204089            0.388127            1.40124             
75.6      0.204916            0.386661            1.39696             
75.605    0.205752            0.385202            1.39268             
75.61     0.206596            0.38375             1.3884              
75.615    0.207448            0.382304            1.38412             
75.62     0.20831             0.380866            1.37985             
75.625    0.20918             0.379434            1.37558             
75.63     0.210058            0.378009            1.37131             
75.635    0.210945            0.376591            1.36705             
75.64     0.211841            0.37518             1.36279             
75.645    0.212746            0.373775            1.35853             
75.65     0.21366             0.372377            1.35428             
75.655    0.214583            0.370985            1.35003             
75.66     0.215515            0.3696              1.34579             
75.665    0.216456            0.368222            1.34155             
75.67     0.217407            0.366851            1.33731             
75.675    0.218366            0.365486            1.33308             
75.68     0.219335            0.364128            1.32886             
75.685    0.220313            0.362776            1.32463             
75.69     0.221301            0.361431            1.32041             
75.695    0.222298            0.360092            1.3162              
75.7      0.223305            0.35876             1.31199             
75.705    0.224321            0.357434            1.30779             
75.71     0.225347            0.356115            1.30359             
75.715    0.226383            0.354803            1.29939             
75.72     0.227428            0.353496            1.29521             
75.725    0.228484            0.352196            1.29102             
75.73     0.229549            0.350903            1.28684             
75.735    0.230625            0.349616            1.28267             
75.74     0.231711            0.348335            1.2785              
75.745    0.232806            0.347061            1.27434             
75.75     0.233912            0.345793            1.27018             
75.755    0.235029            0.344532            1.26603             
75.76     0.236156            0.343276            1.26188             
75.765    0.237293            0.342027            1.25774             
75.77     0.238441            0.340785            1.25361             
75.775    0.239599            0.339548            1.24948             
75.78     0.240768            0.338318            1.24535             
75.785    0.241948            0.337094            1.24124             
75.79     0.243139            0.335876            1.23712             
75.795    0.24434             0.334665            1.23302             
75.8      0.245553            0.333459            1.22892             
75.805    0.246776            0.33226             1.22483             
75.81     0.248011            0.331067            1.22074             
75.815    0.249257            0.32988             1.21666             
75.82     0.250514            0.328699            1.21259             
75.825    0.251782            0.327525            1.20852             
75.83     0.253062            0.326356            1.20446             
75.835    0.254354            0.325193            1.20041             
75.84     0.255657            0.324037            1.19636             
75.845    0.256972            0.322887            1.19232             
75.85     0.258298            0.321742            1.18829             
75.855    0.259636            0.320604            1.18426             
75.86     0.260987            0.319471            1.18024             
75.865    0.262349            0.318345            1.17623             
75.87     0.263723            0.317224            1.17223             
75.875    0.26511             0.31611             1.16823             
75.88     0.266508            0.315001            1.16424             
75.885    0.267919            0.313899            1.16025             
75.89     0.269343            0.312802            1.15628             
75.895    0.270779            0.311711            1.15231             
75.9      0.272227            0.310626            1.14834             
75.905    0.273688            0.309547            1.14439             
75.91     0.275162            0.308473            1.14044             
75.915    0.276649            0.307406            1.1365              
75.92     0.278148            0.306344            1.13257             
75.925    0.279661            0.305288            1.12865             
75.93     0.281187            0.304238            1.12473             
75.935    0.282726            0.303194            1.12082             
75.94     0.284278            0.302156            1.11692             
75.945    0.285843            0.301123            1.11303             
75.95     0.287422            0.300096            1.10914             
75.955    0.289014            0.299074            1.10526             
75.96     0.29062             0.298059            1.10139             
75.965    0.29224             0.297049            1.09753             
75.97     0.293874            0.296045            1.09368             
75.975    0.295521            0.295046            1.08983             
75.98     0.297182            0.294053            1.086               
75.985    0.298858            0.293066            1.08217             
75.99     0.300547            0.292084            1.07835             
75.995    0.302251            0.291108            1.07453             
76        0.303969            0.290138            1.07073             
76.005    0.305701            0.289173            1.06693             
76.01     0.307448            0.288214            1.06315             
76.015    0.30921             0.28726             1.05937             
76.02     0.310986            0.286312            1.05559             
76.025    0.312777            0.285369            1.05183             
76.03     0.314583            0.284432            1.04808             
76.035    0.316404            0.283501            1.04433             
76.04     0.31824             0.282574            1.0406              
76.045    0.320091            0.281654            1.03687             
76.05     0.321958            0.280739            1.03315             
76.055    0.32384             0.279829            1.02944             
76.06     0.325737            0.278925            1.02573             
76.065    0.327649            0.278026            1.02204             
76.07     0.329578            0.277133            1.01835             
76.075    0.331522            0.276245            1.01468             
76.08     0.333482            0.275363            1.01101             
76.085    0.335457            0.274486            1.00735             
76.09     0.337449            0.273614            1.0037              
76.095    0.339457            0.272748            1.00006             
76.1      0.341481            0.271887            0.996429            
76.105    0.343521            0.271031            0.992806            
76.11     0.345578            0.270181            0.989192            
76.115    0.347651            0.269336            0.985587            
76.12     0.349741            0.268496            0.981991            
76.125    0.351847            0.267662            0.978404            
76.13     0.353971            0.266833            0.974826            
76.135    0.356111            0.26601             0.971257            
76.14     0.358267            0.265191            0.967697            
76.145    0.360441            0.264378            0.964146            
76.15     0.362633            0.26357             0.960604            
76.155    0.364841            0.262768            0.957072            
76.16     0.367067            0.26197             0.953548            
76.165    0.36931             0.261178            0.950034            
76.17     0.37157             0.260391            0.946529            
76.175    0.373848            0.25961             0.943034            
76.18     0.376144            0.258833            0.939547            
76.185    0.378458            0.258062            0.93607             
76.19     0.38079             0.257296            0.932602            
76.195    0.383139            0.256535            0.929144            
76.2      0.385507            0.255779            0.925694            
76.205    0.387893            0.255028            0.922254            
76.21     0.390297            0.254283            0.918824            
76.215    0.392719            0.253543            0.915403            
76.22     0.39516             0.252808            0.911991            
76.225    0.397619            0.252078            0.908588            
76.23     0.400097            0.251353            0.905195            
76.235    0.402594            0.250633            0.901812            
76.24     0.405109            0.249918            0.898437            
76.245    0.407644            0.249209            0.895073            
76.25     0.410197            0.248504            0.891717            
76.255    0.412769            0.247805            0.888371            
76.26     0.415361            0.24711             0.885035            
76.265    0.417972            0.246421            0.881708            
76.27     0.420602            0.245737            0.878391            
76.275    0.423252            0.245058            0.875083            
76.28     0.425921            0.244383            0.871784            
76.285    0.428609            0.243714            0.868495            
76.29     0.431318            0.24305             0.865216            
76.295    0.434046            0.242391            0.861946            
76.3      0.436794            0.241737            0.858686            
76.305    0.439562            0.241088            0.855435            
76.31     0.442349            0.240444            0.852194            
76.315    0.445157            0.239805            0.848962            
76.32     0.447985            0.239171            0.84574             
76.325    0.450834            0.238542            0.842527            
76.33     0.453702            0.237918            0.839324            
76.335    0.456592            0.237299            0.836131            
76.34     0.459501            0.236685            0.832947            
76.345    0.462431            0.236076            0.829773            
76.35     0.465382            0.235472            0.826608            
76.355    0.468353            0.234872            0.823453            
76.36     0.471346            0.234278            0.820308            
76.365    0.474359            0.233689            0.817172            
76.37     0.477393            0.233104            0.814046            
76.375    0.480448            0.232525            0.810929            
76.38     0.483524            0.23195             0.807822            
76.385    0.486621            0.231381            0.804725            
76.39     0.489739            0.230816            0.801637            
76.395    0.492879            0.230256            0.798559            
76.4      0.49604             0.229701            0.79549             
76.405    0.499222            0.229151            0.792431            
76.41     0.502426            0.228606            0.789382            
76.415    0.505651            0.228066            0.786342            
76.42     0.508898            0.227531            0.783312            
76.425    0.512166            0.227               0.780291            
76.43     0.515456            0.226475            0.77728             
76.435    0.518768            0.225954            0.774279            
76.44     0.522102            0.225439            0.771287            
76.445    0.525457            0.224928            0.768304            
76.45     0.528835            0.224422            0.765332            
76.455    0.532234            0.223921            0.762369            
76.46     0.535655            0.223425            0.759415            
76.465    0.539098            0.222933            0.756471            
76.47     0.542564            0.222447            0.753537            
76.475    0.546051            0.221965            0.750612            
76.48     0.549561            0.221488            0.747697            
76.485    0.553092            0.221017            0.744791            
76.49     0.556646            0.220549            0.741895            
76.495    0.560222            0.220087            0.739008            
76.5      0.563821            0.21963             0.736131            
76.505    0.567442            0.219178            0.733264            
76.51     0.571085            0.21873             0.730406            
76.515    0.57475             0.218287            0.727557            
76.52     0.578438            0.217849            0.724719            
76.525    0.582148            0.217416            0.721889            
76.53     0.585881            0.216988            0.719069            
76.535    0.589636            0.216565            0.716259            
76.54     0.593414            0.216146            0.713458            
76.545    0.597214            0.215733            0.710666            
76.55     0.601037            0.215324            0.707884            
76.555    0.604882            0.21492             0.705112            
76.56     0.60875             0.214521            0.702348            
76.565    0.61264             0.214127            0.699595            
76.57     0.616552            0.213737            0.696851            
76.575    0.620488            0.213353            0.694116            
76.58     0.624445            0.212973            0.69139             
76.585    0.628425            0.212598            0.688674            
76.59     0.632428            0.212228            0.685968            
76.595    0.636453            0.211863            0.68327             
76.6      0.640501            0.211503            0.680583            
76.605    0.644571            0.211148            0.677904            
76.61     0.648664            0.210797            0.675235            
76.615    0.652779            0.210452            0.672575            
76.62     0.656916            0.210111            0.669925            
76.625    0.661076            0.209775            0.667283            
76.63     0.665258            0.209444            0.664652            
76.635    0.669462            0.209118            0.662029            
76.64     0.673689            0.208796            0.659416            
76.645    0.677938            0.20848             0.656812            
76.65     0.682209            0.208168            0.654217            
76.655    0.686503            0.207862            0.651631            
76.66     0.690818            0.20756             0.649055            
76.665    0.695156            0.207263            0.646488            
76.67     0.699515            0.206971            0.64393             
76.675    0.703897            0.206684            0.641381            
76.68     0.7083              0.206402            0.638842            
76.685    0.712725            0.206124            0.636312            
76.69     0.717172            0.205852            0.63379             
76.695    0.721641            0.205585            0.631278            
76.7      0.726131            0.205322            0.628775            
76.705    0.730643            0.205065            0.626282            
76.71     0.735177            0.204812            0.623797            
76.715    0.739732            0.204564            0.621321            
76.72     0.744308            0.204321            0.618855            
76.725    0.748905            0.204083            0.616397            
76.73     0.753524            0.20385             0.613949            
76.735    0.758164            0.203622            0.611509            
76.74     0.762824            0.203399            0.609079            
76.745    0.767506            0.203181            0.606657            
76.75     0.772208            0.202968            0.604245            
76.755    0.776931            0.20276             0.601841            
76.76     0.781675            0.202557            0.599447            
76.765    0.786439            0.202359            0.597061            
76.77     0.791223            0.202166            0.594684            
76.775    0.796028            0.201978            0.592316            
76.78     0.800853            0.201795            0.589957            
76.785    0.805697            0.201617            0.587607            
76.79     0.810562            0.201444            0.585266            
76.795    0.815446            0.201276            0.582934            
76.8      0.82035             0.201113            0.58061             
76.805    0.825273            0.200955            0.578295            
76.81     0.830216            0.200802            0.575989            
76.815    0.835178            0.200654            0.573692            
76.82     0.840158            0.200512            0.571403            
76.825    0.845158            0.200374            0.569124            
76.83     0.850176            0.200241            0.566852            
76.835    0.855213            0.200114            0.56459             
76.84     0.860269            0.199992            0.562336            
76.845    0.865342            0.199875            0.560091            
76.85     0.870434            0.199763            0.557855            
76.855    0.875543            0.199656            0.555627            
76.86     0.88067             0.199554            0.553408            
76.865    0.885815            0.199457            0.551197            
76.87     0.890977            0.199366            0.548995            
76.875    0.896156            0.19928             0.546802            
76.88     0.901352            0.199199            0.544617            
76.885    0.906565            0.199123            0.542441            
76.89     0.911795            0.199052            0.540273            
76.895    0.91704             0.198987            0.538113            
76.9      0.922302            0.198927            0.535962            
76.905    0.92758             0.198872            0.53382             
76.91     0.932874            0.198822            0.531686            
76.915    0.938184            0.198778            0.52956             
76.92     0.943508            0.198739            0.527443            
76.925    0.948848            0.198705            0.525334            
76.93     0.954203            0.198677            0.523233            
76.935    0.959572            0.198654            0.521141            
76.94     0.964956            0.198636            0.519057            
76.945    0.970354            0.198624            0.516982            
76.95     0.975766            0.198617            0.514914            
76.955    0.981192            0.198615            0.512855            
76.96     0.986631            0.198619            0.510804            
76.965    0.992084            0.198628            0.508762            
76.97     0.997549            0.198642            0.506727            
76.975    1.00303             0.198662            0.504701            
76.98     1.00852             0.198688            0.502683            
76.985    1.01402             0.198719            0.500673            
76.99     1.01954             0.198755            0.498671            
76.995    1.02506             0.198797            0.496677            
77        1.0306              0.198845            0.494692            
77.005    1.03615             0.198898            0.492714            
77.01     1.04171             0.198956            0.490745            
77.015    1.04728             0.19902             0.488783            
77.02     1.05286             0.19909             0.486829            
77.025    1.05846             0.199165            0.484884            
77.03     1.06406             0.199246            0.482946            
77.035    1.06967             0.199332            0.481017            
77.04     1.07529             0.199425            0.479095            
77.045    1.08092             0.199522            0.477181            
77.05     1.08656             0.199626            0.475275            
77.055    1.0922              0.199735            0.473377            
77.06     1.09786             0.19985             0.471487            
77.065    1.10352             0.199971            0.469605            
77.07     1.10919             0.200097            0.46773             
77.075    1.11487             0.200229            0.465863            
77.08     1.12055             0.200367            0.464004            
77.085    1.12624             0.200511            0.462153            
77.09     1.13194             0.20066             0.460309            
77.095    1.13764             0.200816            0.458473            
77.1      1.14335             0.200977            0.456645            
77.105    1.14906             0.201144            0.454825            
77.11     1.15478             0.201317            0.453012            
77.115    1.1605              0.201496            0.451207            
77.12     1.16623             0.201681            0.449409            
77.125    1.17196             0.201872            0.447619            
77.13     1.1777              0.202069            0.445836            
77.135    1.18344             0.202272            0.444061            
77.14     1.18918             0.202481            0.442294            
77.145    1.19493             0.202696            0.440534            
77.15     1.20068             0.202917            0.438782            
77.155    1.20643             0.203145            0.437037            
77.16     1.21218             0.203378            0.435299            
77.165    1.21793             0.203618            0.433569            
77.17     1.22368             0.203863            0.431846            
77.175    1.22944             0.204115            0.430131            
77.18     1.2352              0.204373            0.428423            
77.185    1.24095             0.204638            0.426722            
77.19     1.24671             0.204908            0.425029            
77.195    1.25246             0.205185            0.423343            
77.2      1.25822             0.205468            0.421664            
77.205    1.26397             0.205758            0.419992            
77.21     1.26972             0.206054            0.418328            
77.215    1.27547             0.206356            0.416671            
77.22     1.28122             0.206665            0.415021            
77.225    1.28697             0.20698             0.413379            
77.23     1.29271             0.207302            0.411743            
77.235    1.29845             0.20763             0.410115            
77.24     1.30419             0.207964            0.408494            
77.245    1.30992             0.208306            0.406879            
77.25     1.31565             0.208653            0.405272            
77.255    1.32137             0.209008            0.403672            
77.26     1.32709             0.209369            0.402079            
77.265    1.3328              0.209737            0.400493            
77.27     1.33851             0.210111            0.398914            
77.275    1.34421             0.210492            0.397342            
77.28     1.34991             0.21088             0.395777            
77.285    1.3556              0.211274            0.394219            
77.29     1.36128             0.211676            0.392668            
77.295    1.36696             0.212084            0.391124            
77.3      1.37262             0.212499            0.389586            
77.305    1.37828             0.212921            0.388056            
77.31     1.38394             0.21335             0.386532            
77.315    1.38958             0.213785            0.385015            
77.32     1.39521             0.214228            0.383505            
77.325    1.40084             0.214678            0.382001            
77.33     1.40646             0.215135            0.380505            
77.335    1.41206             0.215599            0.379015            
77.34     1.41766             0.21607             0.377532            
