# E1 = 1 E2 = 1 E3 = 1 m = 0.05 Eps = 0.5
# Time    Y_1                 Y_2                 Y_3                 
26.235    0.169141            0.943556            2.15166             
26.24     0.168751            0.940086            2.15103             
26.245    0.168365            0.936625            2.15037             
26.25     0.167984            0.933174            2.14967             
26.255    0.167608            0.929732            2.14893             
26.26     0.167236            0.926299            2.14816             
26.265    0.166869            0.922876            2.14735             
26.27     0.166507            0.919462            2.1465              
26.275    0.166149            0.916058            2.14562             
26.28     0.165796            0.912663            2.1447              
26.285    0.165447            0.909277            2.14375             
26.29     0.165104            0.905901            2.14276             
26.295    0.164764            0.902535            2.14173             
26.3      0.16443             0.899177            2.14067             
26.305    0.1641              0.89583             2.13957             
26.31     0.163774            0.892492            2.13844             
26.315    0.163453            0.889163            2.13727             
26.32     0.163137            0.885844            2.13607             
26.325    0.162825            0.882535            2.13484             
26.33     0.162518            0.879235            2.13356             
26.335    0.162215            0.875944            2.13226             
26.34     0.161917            0.872663            2.13092             
26.345    0.161623            0.869392            2.12955             
26.35     0.161334            0.86613             2.12814             
26.355    0.161049            0.862878            2.1267              
26.36     0.160769            0.859636            2.12522             
26.365    0.160494            0.856403            2.12371             
26.37     0.160223            0.85318             2.12217             
26.375    0.159956            0.849966            2.1206              
26.38     0.159694            0.846762            2.11899             
26.385    0.159436            0.843568            2.11735             
26.39     0.159183            0.840383            2.11568             
26.395    0.158935            0.837208            2.11397             
26.4      0.15869             0.834042            2.11224             
26.405    0.158451            0.830887            2.11047             
26.41     0.158215            0.82774             2.10867             
26.415    0.157985            0.824604            2.10684             
26.42     0.157758            0.821477            2.10497             
26.425    0.157536            0.81836             2.10308             
26.43     0.157319            0.815252            2.10115             
26.435    0.157106            0.812155            2.0992              
26.44     0.156897            0.809066            2.09721             
26.445    0.156693            0.805988            2.09519             
26.45     0.156493            0.802919            2.09314             
26.455    0.156297            0.79986             2.09107             
26.46     0.156106            0.79681             2.08896             
26.465    0.15592             0.793771            2.08682             
26.47     0.155738            0.79074             2.08466             
26.475    0.15556             0.78772             2.08246             
26.48     0.155386            0.784709            2.08024             
26.485    0.155217            0.781708            2.07798             
26.49     0.155053            0.778716            2.0757              
26.495    0.154893            0.775735            2.07339             
26.5      0.154737            0.772762            2.07105             
26.505    0.154585            0.7698              2.06868             
26.51     0.154438            0.766847            2.06629             
26.515    0.154296            0.763904            2.06386             
26.52     0.154158            0.76097             2.06141             
26.525    0.154024            0.758046            2.05894             
26.53     0.153894            0.755132            2.05643             
26.535    0.153769            0.752227            2.0539              
26.54     0.153648            0.749332            2.05134             
26.545    0.153532            0.746447            2.04876             
26.55     0.15342             0.743571            2.04615             
26.555    0.153312            0.740705            2.04351             
26.56     0.153209            0.737848            2.04085             
26.565    0.15311             0.735001            2.03816             
26.57     0.153016            0.732164            2.03545             
26.575    0.152926            0.729336            2.03271             
26.58     0.15284             0.726518            2.02995             
26.585    0.152759            0.723709            2.02716             
26.59     0.152682            0.72091             2.02435             
26.595    0.152609            0.71812             2.02151             
26.6      0.152541            0.71534             2.01865             
26.605    0.152477            0.71257             2.01576             
26.61     0.152418            0.709809            2.01286             
26.615    0.152363            0.707057            2.00992             
26.62     0.152312            0.704315            2.00697             
26.625    0.152266            0.701583            2.00399             
26.63     0.152224            0.69886             2.00099             
26.635    0.152186            0.696147            1.99796             
26.64     0.152153            0.693443            1.99492             
26.645    0.152125            0.690748            1.99185             
26.65     0.152101            0.688063            1.98876             
26.655    0.152081            0.685387            1.98564             
26.66     0.152065            0.682721            1.98251             
26.665    0.152055            0.680065            1.97935             
26.67     0.152048            0.677417            1.97618             
26.675    0.152046            0.674779            1.97298             
26.68     0.152048            0.672151            1.96976             
26.685    0.152055            0.669532            1.96652             
26.69     0.152066            0.666922            1.96326             
26.695    0.152082            0.664321            1.95998             
26.7      0.152102            0.66173             1.95668             
26.705    0.152127            0.659148            1.95336             
26.71     0.152156            0.656576            1.95002             
26.715    0.15219             0.654013            1.94667             
26.72     0.152228            0.651459            1.94329             
26.725    0.15227             0.648914            1.93989             
26.73     0.152318            0.646379            1.93648             
26.735    0.152369            0.643853            1.93305             
26.74     0.152425            0.641336            1.92959             
26.745    0.152486            0.638828            1.92613             
26.75     0.152551            0.63633             1.92264             
26.755    0.152621            0.633841            1.91913             
26.76     0.152695            0.631361            1.91561             
26.765    0.152774            0.62889             1.91207             
26.77     0.152858            0.626428            1.90852             
26.775    0.152946            0.623975            1.90494             
26.78     0.153038            0.621532            1.90135             
26.785    0.153136            0.619098            1.89775             
26.79     0.153237            0.616672            1.89412             
26.795    0.153344            0.614256            1.89049             
26.8      0.153455            0.611849            1.88683             
26.805    0.153571            0.609451            1.88316             
26.81     0.153691            0.607062            1.87948             
26.815    0.153816            0.604682            1.87578             
26.82     0.153946            0.602311            1.87206             
26.825    0.154081            0.599949            1.86833             
26.83     0.15422             0.597596            1.86459             
26.835    0.154364            0.595251            1.86083             
26.84     0.154513            0.592916            1.85706             
26.845    0.154666            0.59059             1.85327             
26.85     0.154824            0.588273            1.84947             
26.855    0.154987            0.585964            1.84565             
26.86     0.155155            0.583664            1.84183             
26.865    0.155327            0.581374            1.83799             
26.87     0.155505            0.579092            1.83413             
26.875    0.155687            0.576819            1.83027             
26.88     0.155874            0.574554            1.82639             
26.885    0.156066            0.572299            1.8225              
26.89     0.156263            0.570052            1.81859             
26.895    0.156465            0.567814            1.81468             
26.9      0.156671            0.565585            1.81075             
26.905    0.156883            0.563364            1.80681             
26.91     0.1571              0.561152            1.80286             
26.915    0.157321            0.558949            1.7989              
26.92     0.157548            0.556754            1.79493             
26.925    0.157779            0.554569            1.79094             
26.93     0.158016            0.552391            1.78695             
26.935    0.158258            0.550223            1.78294             
26.94     0.158504            0.548063            1.77893             
26.945    0.158756            0.545911            1.77491             
26.95     0.159013            0.543768            1.77087             
26.955    0.159275            0.541634            1.76683             
26.96     0.159542            0.539508            1.76277             
26.965    0.159815            0.537391            1.75871             
26.97     0.160092            0.535282            1.75464             
26.975    0.160375            0.533181            1.75055             
26.98     0.160663            0.531089            1.74646             
26.985    0.160956            0.529006            1.74237             
26.99     0.161255            0.52693             1.73826             
26.995    0.161559            0.524864            1.73414             
27        0.161868            0.522805            1.73002             
27.005    0.162182            0.520755            1.72589             
27.01     0.162502            0.518713            1.72175             
27.015    0.162827            0.51668             1.7176              
27.02     0.163158            0.514655            1.71345             
27.025    0.163494            0.512638            1.70928             
27.03     0.163836            0.510629            1.70512             
27.035    0.164183            0.508629            1.70094             
27.04     0.164536            0.506637            1.69676             
27.045    0.164894            0.504653            1.69257             
27.05     0.165258            0.502677            1.68837             
27.055    0.165627            0.50071             1.68417             
27.06     0.166002            0.49875             1.67996             
27.065    0.166383            0.496799            1.67575             
27.07     0.16677             0.494855            1.67153             
27.075    0.167162            0.49292             1.66731             
27.08     0.16756             0.490993            1.66308             
27.085    0.167963            0.489074            1.65884             
27.09     0.168373            0.487163            1.6546              
27.095    0.168788            0.48526             1.65036             
27.1      0.169209            0.483365            1.64611             
27.105    0.169636            0.481478            1.64185             
27.11     0.170069            0.479599            1.63759             
27.115    0.170508            0.477728            1.63333             
27.12     0.170953            0.475864            1.62906             
27.125    0.171404            0.474009            1.62479             
27.13     0.171861            0.472161            1.62052             
27.135    0.172325            0.470322            1.61624             
27.14     0.172794            0.46849             1.61196             
27.145    0.173269            0.466666            1.60767             
27.15     0.173751            0.46485             1.60338             
27.155    0.174239            0.463041            1.59909             
27.16     0.174733            0.46124             1.5948              
27.165    0.175234            0.459447            1.5905              
27.17     0.17574             0.457662            1.5862              
27.175    0.176254            0.455885            1.5819              
27.18     0.176773            0.454115            1.57759             
27.185    0.177299            0.452352            1.57328             
27.19     0.177832            0.450598            1.56898             
27.195    0.178371            0.448851            1.56466             
27.2      0.178917            0.447111            1.56035             
27.205    0.179469            0.445379            1.55604             
27.21     0.180028            0.443655            1.55172             
27.215    0.180593            0.441938            1.5474              
27.22     0.181166            0.440229            1.54309             
27.225    0.181745            0.438527            1.53877             
27.23     0.18233             0.436833            1.53445             
27.235    0.182923            0.435146            1.53013             
27.24     0.183523            0.433467            1.5258              
27.245    0.184129            0.431795            1.52148             
27.25     0.184743            0.430131            1.51716             
27.255    0.185363            0.428473            1.51284             
27.26     0.185991            0.426824            1.50851             
27.265    0.186626            0.425181            1.50419             
27.27     0.187267            0.423546            1.49987             
27.275    0.187917            0.421918            1.49554             
27.28     0.188573            0.420298            1.49122             
27.285    0.189236            0.418685            1.4869              
27.29     0.189907            0.417079            1.48258             
27.295    0.190586            0.41548             1.47826             
27.3      0.191271            0.413888            1.47394             
27.305    0.191964            0.412304            1.46962             
27.31     0.192665            0.410727            1.4653              
27.315    0.193373            0.409157            1.46098             
27.32     0.194089            0.407594            1.45667             
27.325    0.194813            0.406038            1.45235             
27.33     0.195544            0.404489            1.44804             
27.335    0.196283            0.402948            1.44373             
27.34     0.19703             0.401413            1.43942             
27.345    0.197785            0.399885            1.43511             
27.35     0.198548            0.398365            1.43081             
27.355    0.199318            0.396851            1.42651             
27.36     0.200097            0.395345            1.42221             
27.365    0.200884            0.393845            1.41791             
27.37     0.201679            0.392353            1.41361             
27.375    0.202482            0.390867            1.40932             
27.38     0.203293            0.389388            1.40503             
27.385    0.204113            0.387916            1.40074             
27.39     0.204941            0.386451            1.39645             
27.395    0.205777            0.384993            1.39217             
27.4      0.206622            0.383542            1.38789             
27.405    0.207476            0.382097            1.38361             
27.41     0.208338            0.38066             1.37934             
27.415    0.209208            0.379229            1.37507             
27.42     0.210088            0.377805            1.3708              
27.425    0.210976            0.376387            1.36654             
27.43     0.211873            0.374976            1.36228             
27.435    0.212779            0.373572            1.35803             
27.44     0.213693            0.372175            1.35378             
27.445    0.214617            0.370785            1.34953             
27.45     0.21555             0.369401            1.34528             
27.455    0.216492            0.368023            1.34105             
27.46     0.217443            0.366653            1.33681             
27.465    0.218403            0.365288            1.33258             
27.47     0.219373            0.363931            1.32835             
27.475    0.220352            0.36258             1.32413             
27.48     0.221341            0.361235            1.31991             
27.485    0.222339            0.359898            1.3157              
27.49     0.223346            0.358566            1.31149             
27.495    0.224364            0.357241            1.30729             
27.5      0.225391            0.355923            1.30309             
27.505    0.226427            0.354611            1.29889             
27.51     0.227474            0.353305            1.2947              
27.515    0.228531            0.352006            1.29052             
27.52     0.229597            0.350714            1.28634             
27.525    0.230673            0.349428            1.28217             
27.53     0.23176             0.348148            1.278               
27.535    0.232857            0.346874            1.27384             
27.54     0.233964            0.345607            1.26968             
27.545    0.235081            0.344346            1.26553             
27.55     0.236209            0.343092            1.26138             
27.555    0.237347            0.341843            1.25724             
27.56     0.238496            0.340601            1.25311             
27.565    0.239656            0.339366            1.24898             
27.57     0.240826            0.338136            1.24486             
27.575    0.242006            0.336913            1.24074             
27.58     0.243198            0.335696            1.23663             
27.585    0.244401            0.334485            1.23253             
27.59     0.245614            0.33328             1.22843             
27.595    0.246839            0.332082            1.22434             
27.6      0.248075            0.33089             1.22025             
27.605    0.249322            0.329703            1.21617             
27.61     0.25058             0.328523            1.2121              
27.615    0.251849            0.327349            1.20803             
27.62     0.253131            0.326181            1.20397             
27.625    0.254423            0.325019            1.19992             
27.63     0.255727            0.323864            1.19587             
27.635    0.257043            0.322714            1.19183             
27.64     0.258371            0.32157             1.1878              
27.645    0.25971             0.320432            1.18378             
27.65     0.261062            0.319301            1.17976             
27.655    0.262425            0.318175            1.17574             
27.66     0.2638              0.317055            1.17174             
27.665    0.265188            0.315941            1.16774             
27.67     0.266588            0.314833            1.16375             
27.675    0.268               0.313731            1.15977             
27.68     0.269425            0.312635            1.15579             
27.685    0.270862            0.311545            1.15182             
27.69     0.272312            0.310461            1.14786             
27.695    0.273774            0.309382            1.14391             
27.7      0.275249            0.30831             1.13996             
27.705    0.276737            0.307243            1.13602             
27.71     0.278238            0.306182            1.13209             
27.715    0.279752            0.305127            1.12817             
27.72     0.281279            0.304077            1.12425             
27.725    0.282819            0.303034            1.12035             
27.73     0.284372            0.301996            1.11645             
27.735    0.285939            0.300964            1.11255             
27.74     0.287519            0.299937            1.10867             
27.745    0.289113            0.298917            1.10479             
27.75     0.29072             0.297902            1.10092             
27.755    0.292341            0.296892            1.09706             
27.76     0.293976            0.295889            1.09321             
27.765    0.295625            0.294891            1.08936             
27.77     0.297287            0.293899            1.08553             
27.775    0.298964            0.292912            1.0817              
27.78     0.300655            0.291931            1.07788             
27.785    0.30236             0.290956            1.07407             
27.79     0.304079            0.289986            1.07026             
27.795    0.305813            0.289022            1.06647             
27.8      0.307562            0.288063            1.06268             
27.805    0.309325            0.28711             1.0589              
27.81     0.311103            0.286163            1.05513             
27.815    0.312895            0.285221            1.05137             
27.82     0.314702            0.284284            1.04762             
27.825    0.316525            0.283353            1.04387             
27.83     0.318362            0.282428            1.04014             
27.835    0.320215            0.281508            1.03641             
27.84     0.322083            0.280593            1.03269             
27.845    0.323966            0.279684            1.02898             
27.85     0.325865            0.278781            1.02528             
27.855    0.327779            0.277883            1.02159             
27.86     0.329709            0.27699             1.0179              
27.865    0.331654            0.276103            1.01423             
27.87     0.333616            0.275221            1.01056             
27.875    0.335593            0.274344            1.0069              
27.88     0.337586            0.273473            1.00325             
27.885    0.339596            0.272608            0.999613            
27.89     0.341621            0.271747            0.995982            
27.895    0.343663            0.270892            0.992359            
27.9      0.345722            0.270043            0.988746            
27.905    0.347796            0.269199            0.985142            
27.91     0.349888            0.26836             0.981547            
27.915    0.351996            0.267526            0.977961            
27.92     0.354121            0.266698            0.974384            
27.925    0.356262            0.265875            0.970815            
27.93     0.358421            0.265057            0.967257            
27.935    0.360597            0.264244            0.963707            
27.94     0.362789            0.263437            0.960166            
27.945    0.365               0.262635            0.956634            
27.95     0.367227            0.261838            0.953112            
27.955    0.369472            0.261047            0.949599            
27.96     0.371734            0.26026             0.946095            
27.965    0.374014            0.259479            0.9426              
27.97     0.376312            0.258703            0.939115            
27.975    0.378627            0.257933            0.935639            
27.98     0.380961            0.257167            0.932172            
27.985    0.383312            0.256407            0.928714            
27.99     0.385681            0.255652            0.925266            
27.995    0.388069            0.254902            0.921827            
28        0.390475            0.254157            0.918397            
28.005    0.392899            0.253417            0.914977            
28.01     0.395342            0.252683            0.911566            
28.015    0.397803            0.251953            0.908165            
28.02     0.400283            0.251229            0.904773            
28.025    0.402781            0.25051             0.90139             
28.03     0.405299            0.249795            0.898017            
28.035    0.407835            0.249086            0.894653            
28.04     0.41039             0.248382            0.891299            
28.045    0.412965            0.247684            0.887954            
28.05     0.415558            0.24699             0.884619            
28.055    0.418171            0.246301            0.881293            
28.06     0.420803            0.245617            0.877977            
28.065    0.423454            0.244939            0.87467             
28.07     0.426126            0.244265            0.871372            
28.075    0.428816            0.243597            0.868084            
28.08     0.431526            0.242933            0.864806            
28.085    0.434257            0.242275            0.861537            
28.09     0.437007            0.241621            0.858278            
28.095    0.439776            0.240973            0.855028            
28.1      0.442566            0.240329            0.851788            
28.105    0.445376            0.239691            0.848557            
28.11     0.448206            0.239057            0.845336            
28.115    0.451057            0.238429            0.842125            
28.12     0.453928            0.237805            0.838923            
28.125    0.456819            0.237187            0.835731            
28.13     0.45973             0.236573            0.832548            
28.135    0.462663            0.235965            0.829375            
28.14     0.465616            0.235361            0.826211            
28.145    0.468589            0.234762            0.823057            
28.15     0.471584            0.234169            0.819913            
28.155    0.474599            0.23358             0.816778            
28.16     0.477635            0.232996            0.813653            
28.165    0.480692            0.232417            0.810537            
28.17     0.48377             0.231843            0.807431            
28.175    0.48687             0.231274            0.804335            
28.18     0.48999             0.23071             0.801248            
28.185    0.493132            0.230151            0.798171            
28.19     0.496295            0.229596            0.795104            
28.195    0.49948             0.229047            0.792046            
28.2      0.502686            0.228502            0.788997            
28.205    0.505913            0.227963            0.785958            
28.21     0.509162            0.227428            0.782929            
28.215    0.512433            0.226898            0.77991             
28.22     0.515725            0.226373            0.7769              
28.225    0.519039            0.225853            0.773899            
28.23     0.522375            0.225338            0.770909            
28.235    0.525733            0.224827            0.767928            
28.24     0.529112            0.224322            0.764956            
28.245    0.532514            0.223821            0.761994            
28.25     0.535938            0.223326            0.759042            
28.255    0.539383            0.222835            0.756099            
28.26     0.542851            0.222349            0.753165            
28.265    0.546341            0.221868            0.750242            
28.27     0.549852            0.221392            0.747328            
28.275    0.553386            0.22092             0.744423            
28.28     0.556943            0.220454            0.741528            
28.285    0.560521            0.219992            0.738642            
28.29     0.564122            0.219535            0.735766            
28.295    0.567745            0.219084            0.7329              
28.3      0.571391            0.218636            0.730043            
28.305    0.575059            0.218194            0.727196            
28.31     0.578749            0.217757            0.724358            
28.315    0.582462            0.217324            0.721529            
28.32     0.586197            0.216897            0.718711            
28.325    0.589955            0.216474            0.715901            
28.33     0.593735            0.216056            0.713101            
28.335    0.597537            0.215643            0.710311            
28.34     0.601362            0.215235            0.70753             
28.345    0.60521             0.214831            0.704758            
28.35     0.60908             0.214433            0.701996            
28.355    0.612972            0.214039            0.699244            
28.36     0.616888            0.21365             0.696501            
28.365    0.620825            0.213266            0.693767            
28.37     0.624785            0.212887            0.691042            
28.375    0.628768            0.212513            0.688328            
28.38     0.632773            0.212143            0.685622            
28.385    0.636801            0.211778            0.682926            
28.39     0.640851            0.211419            0.680239            
28.395    0.644924            0.211064            0.677562            
28.4      0.649019            0.210714            0.674893            
28.405    0.653136            0.210369            0.672235            
28.41     0.657276            0.210028            0.669585            
28.415    0.661438            0.209693            0.666945            
28.42     0.665623            0.209362            0.664314            
28.425    0.66983             0.209037            0.661693            
28.43     0.674059            0.208716            0.659081            
28.435    0.67831             0.2084              0.656478            
28.44     0.682584            0.208089            0.653884            
28.445    0.68688             0.207783            0.651299            
28.45     0.691198            0.207482            0.648724            
28.455    0.695538            0.207185            0.646158            
28.46     0.6999              0.206894            0.643601            
28.465    0.704284            0.206607            0.641054            
28.47     0.708689            0.206325            0.638515            
28.475    0.713117            0.206049            0.635986            
28.48     0.717567            0.205777            0.633466            
28.485    0.722038            0.20551             0.630955            
28.49     0.726531            0.205248            0.628453            
28.495    0.731045            0.204991            0.62596             
28.5      0.735581            0.204738            0.623477            
28.505    0.740138            0.204491            0.621002            
28.51     0.744717            0.204249            0.618536            
28.515    0.749317            0.204011            0.61608             
28.52     0.753938            0.203779            0.613632            
28.525    0.75858             0.203552            0.611194            
28.53     0.763243            0.203329            0.608765            
28.535    0.767927            0.203112            0.606344            
28.54     0.772632            0.202899            0.603933            
28.545    0.777358            0.202691            0.60153             
28.55     0.782104            0.202489            0.599137            
28.555    0.78687             0.202291            0.596752            
28.56     0.791657            0.202099            0.594376            
28.565    0.796464            0.201911            0.59201             
28.57     0.801291            0.201728            0.589652            
28.575    0.806138            0.201551            0.587302            
28.58     0.811005            0.201378            0.584962            
28.585    0.815892            0.201211            0.582631            
28.59     0.820798            0.201048            0.580308            
28.595    0.825723            0.200891            0.577994            
28.6      0.830668            0.200739            0.575689            
28.605    0.835632            0.200591            0.573393            
28.61     0.840616            0.200449            0.571106            
28.615    0.845617            0.200312            0.568827            
28.62     0.850638            0.20018             0.566557            
28.625    0.855677            0.200053            0.564295            
28.63     0.860735            0.199931            0.562043            
28.635    0.865811            0.199815            0.559799            
28.64     0.870904            0.199703            0.557563            
28.645    0.876016            0.199597            0.555337            
28.65     0.881145            0.199495            0.553118            
28.655    0.886292            0.199399            0.550909            
28.66     0.891456            0.199308            0.548708            
28.665    0.896638            0.199223            0.546515            
28.67     0.901836            0.199142            0.544331            
28.675    0.907051            0.199067            0.542156            
28.68     0.912283            0.198997            0.539989            
28.685    0.917531            0.198932            0.537831            
28.69     0.922795            0.198872            0.535681            
28.695    0.928075            0.198818            0.533539            
28.7      0.933371            0.198769            0.531406            
28.705    0.938682            0.198725            0.529281            
28.71     0.944009            0.198687            0.527165            
28.715    0.949351            0.198653            0.525057            
28.72     0.954707            0.198625            0.522958            
28.725    0.960079            0.198603            0.520866            
28.73     0.965465            0.198586            0.518783            
28.735    0.970865            0.198574            0.516709            
28.74     0.976279            0.198567            0.514642            
28.745    0.981706            0.198566            0.512584            
28.75     0.987147            0.19857             0.510534            
28.755    0.992602            0.19858             0.508493            
28.76     0.998069            0.198595            0.506459            
28.765    1.00355             0.198616            0.504434            
28.77     1.00904             0.198641            0.502417            
28.775    1.01455             0.198673            0.500408            
28.78     1.02006             0.19871             0.498407            
28.785    1.02559             0.198752            0.496414            
28.79     1.03113             0.1988              0.494429            
28.795    1.03668             0.198854            0.492453            
28.8      1.04225             0.198913            0.490484            
28.805    1.04782             0.198977            0.488523            
28.81     1.0534              0.199047            0.486571            
28.815    1.05899             0.199123            0.484626            
28.82     1.0646              0.199205            0.482689            
28.825    1.07021             0.199292            0.480761            
28.83     1.07583             0.199384            0.47884             
28.835    1.08146             0.199483            0.476927            
28.84     1.0871              0.199587            0.475022            
28.845    1.09275             0.199696            0.473125            
28.85     1.09841             0.199812            0.471236            
28.855    1.10407             0.199933            0.469354            
28.86     1.10974             0.20006             0.46748             
28.865    1.11542             0.200192            0.465615            
28.87     1.1211              0.200331            0.463756            
28.875    1.1268              0.200475            0.461906            
28.88     1.13249             0.200625            0.460063            
28.885    1.1382              0.200781            0.458228            
28.89     1.14391             0.200943            0.456401            
28.895    1.14962             0.201111            0.454582            
28.9      1.15534             0.201284            0.45277             
28.905    1.16107             0.201464            0.450965            
28.91     1.1668              0.201649            0.449168            
28.915    1.17253             0.201841            0.447379            
28.92     1.17827             0.202038            0.445598            
28.925    1.18401             0.202242            0.443824            
28.93     1.18975             0.202451            0.442057            
28.935    1.1955              0.202667            0.440298            
28.94     1.20125             0.202889            0.438546            
28.945    1.207               0.203117            0.436802            
28.95     1.21275             0.20335             0.435066            
28.955    1.2185              0.203591            0.433336            
28.96     1.22426             0.203837            0.431614            
28.965    1.23001             0.204089            0.4299              
28.97     1.23577             0.204348            0.428193            
28.975    1.24153             0.204613            0.426493            
28.98     1.24728             0.204884            0.4248              
28.985    1.25304             0.205161            0.423115            
28.99     1.2588              0.205445            0.421437            
28.995    1.26455             0.205735            0.419767            
29        1.2703              0.206032            0.418103            
29.005    1.27605             0.206335            0.416447            
29.01     1.2818              0.206644            0.414798            
29.015    1.28755             0.20696             0.413156            
29.02     1.29329             0.207282            0.411522            
29.025    1.29903             0.207611            0.409894            
29.03     1.30477             0.207946            0.408274            
29.035    1.3105              0.208288            0.40666             
29.04     1.31623             0.208636            0.405054            
29.045    1.32195             0.208991            0.403455            
29.05     1.32767             0.209353            0.401863            
29.055    1.33338             0.209721            0.400278            
29.06     1.33909             0.210096            0.398699            
29.065    1.34479             0.210477            0.397128            
29.07     1.35049             0.210866            0.395564            
29.075    1.35618             0.211261            0.394007            
29.08     1.36186             0.211663            0.392456            
29.085    1.36754             0.212072            0.390913            
29.09     1.37321             0.212487            0.389376            
29.095    1.37887             0.21291             0.387846            
29.1      1.38452             0.213339            0.386323            
29.105    1.39016             0.213776            0.384807            
29.11     1.3958              0.214219            0.383298            
29.115    1.40142             0.214669            0.381795            
29.12     1.40704             0.215127            0.3803              
29.125    1.41264             0.215591            0.378811            
29.13     1.41824             0.216063            0.377328            
29.135    1.42382             0.216542            0.375853            
29.14     1.4294              0.217028            0.374384            
29.145    1.43496             0.217521            0.372921            
29.15     1.44051             0.218021            0.371465            
29.155    1.44605             0.218529            0.370016            
29.16     1.45158             0.219044            0.368574            
29.165    1.4571              0.219566            0.367138            
29.17     1.4626              0.220095            0.365709            
29.175    1.46809             0.220632            0.364286            
29.18     1.47357             0.221177            0.36287             
29.185    1.47903             0.221729            0.36146             
29.19     1.48448             0.222288            0.360056            
29.195    1.48991             0.222855            0.358659            
29.2      1.49533             0.22343             0.357269            
29.205    1.50074             0.224012            0.355885            
29.21     1.50613             0.224602            0.354507            
29.215    1.5115              0.225199            0.353136            
29.22     1.51686             0.225804            0.351771            
29.225    1.52221             0.226417            0.350413            
29.23     1.52753             0.227038            0.349061            
29.235    1.53284             0.227666            0.347715            
29.24     1.53814             0.228303            0.346375            
29.245    1.54341             0.228947            0.345042            
29.25     1.54867             0.229599            0.343715            
29.255    1.55391             0.23026             0.342394            
29.26     1.55914             0.230928            0.341079            
29.265    1.56434             0.231604            0.339771            
29.27     1.56953             0.232289            0.338468            
29.275    1.5747              0.232981            0.337172            
29.28     1.57984             0.233682            0.335882            
29.285    1.58497             0.234391            0.334598            
29.29     1.59008             0.235108            0.33332             
29.295    1.59517             0.235833            0.332049            
29.3      1.60024             0.236567            0.330783            
29.305    1.60529             0.237309            0.329523            
29.31     1.61032             0.23806             0.32827             
29.315    1.61533             0.238819            0.327022            
29.32     1.62032             0.239586            0.32578             
29.325    1.62529             0.240362            0.324545            
29.33     1.63023             0.241147            0.323315            
29.335    1.63515             0.24194             0.322091            
29.34     1.64005             0.242742            0.320873            
29.345    1.64493             0.243553            0.319661            
29.35     1.64979             0.244372            0.318455            
29.355    1.65462             0.245201            0.317255            
